Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
10,"B Gharaibeh, D Dig, TN Nguyen, JM Chang",dReAM: Dynamic refactoring-aware automated migration of Java online applications,2007,,researchgate.net,https://www.researchgate.net/profile/Danny_Dig/publication/228570200_dReAM_Dynamic_refactoring-aware_automated_migration_of_Java_online_applications/links/55611cb608ae86c06b64aa07.pdf,"https://scholar.google.com/scholar?cites=17833393936855239546&as_sdt=2005&sciodt=0,5&hl=en",338,25-01-21,PDF,,,,,,,,10,0.71,3,4,14
0,A Ketkar,Type migration in large-scale code bases,2018,Proceedings of the 2018 26th ACM Joint Meeting on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3236024.3275434,,339,25-01-21,,,,,,,,,0,0,0,1,3
58,"S Mirhosseini, C Parnin",Can automated pull requests encourage software developers to upgrade out-of-date dependencies?,2017,2017 32nd IEEE/ACM International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8115621/,"https://scholar.google.com/scholar?cites=664330765538402522&as_sdt=2005&sciodt=0,5&hl=en",340,25-01-21,,,,,,,,,58,14.5,29,2,4
5,"H Alrehamy, C Walker",SemLinker: automating big data integration for casual users,2018,Journal of Big Data,Springer,https://link.springer.com/article/10.1186/s40537-018-0123-x,"https://scholar.google.com/scholar?cites=15833873445376523621&as_sdt=2005&sciodt=0,5&hl=en",341,25-01-21,HTML,,,,,,,,5,1.67,3,2,3
214,"E Descloux, M Mangeas, CE Menkes, ...",Climate-based models for understanding and forecasting dengue epidemics,2012,PLoS Negl Trop …,journals.plos.org,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0001470,"https://scholar.google.com/scholar?cites=5875137431767533693&as_sdt=2005&sciodt=0,5&hl=en",342,25-01-21,HTML,,,,,,,,214,23.78,54,4,9
15,"G Klein, TC Murray, P Gammie, T Sewell, S Winwood",Provable Security: How feasible is it?,2011,HotOS,static.usenix.org,https://static.usenix.org/event/hotos/tech/final_files/Klein.pdf,"https://scholar.google.com/scholar?cites=1235312404841498950&as_sdt=2005&sciodt=0,5&hl=en",343,25-01-21,PDF,,,,,,,,15,1.5,3,5,10
138,"M Kim, D Notkin",Program element matching for multi-version program analyses,2006,Proceedings of the 2006 international workshop on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/1137983.1137999,"https://scholar.google.com/scholar?cites=62603257073375878&as_sdt=2005&sciodt=0,5&hl=en",344,25-01-21,,,,,,,,,138,9.2,69,2,15
6,"T Ruhroth, H Wehrheim",Model evolution and refinement,2012,Science of Computer Programming,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167642311001298,"https://scholar.google.com/scholar?cites=4620835690257728925&as_sdt=2005&sciodt=0,5&hl=en",345,25-01-21,,,,,,,,,6,0.67,3,2,9
93,R Robbes,Mining a change-based software repository,2007,Fourth International Workshop on Mining Software …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/4228652/,"https://scholar.google.com/scholar?cites=13489395428117376180&as_sdt=2005&sciodt=0,5&hl=en",346,25-01-21,,,,,,,,,93,6.64,93,1,14
18,"O Nierstrasz, M Denker, T Girba, ...","Analyzing, capturing and taming software change",2006,Workshop on Revival of …,hal.inria.fr,https://hal.inria.fr/inria-00555757/,"https://scholar.google.com/scholar?cites=17279637457371935600&as_sdt=2005&sciodt=0,5&hl=en",347,25-01-21,,,,,,,,,18,1.2,5,4,15
6,"W Basit, F Lodhi, MU Bhatti",Evaluating the extended refactoring guidelines,2012,2012 IEEE 36th Annual Computer …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6341585/,"https://scholar.google.com/scholar?cites=15051068489406681147&as_sdt=2005&sciodt=0,5&hl=en",348,25-01-21,,,,,,,,,6,0.67,2,3,9
4,"T Ruhroth, H Wehrheim",Refinement-preserving co-evolution,2009,International Conference on Formal Engineering …,Springer,https://link.springer.com/chapter/10.1007/978-3-642-10373-5_32,"https://scholar.google.com/scholar?cites=11228186949053848989&as_sdt=2005&sciodt=0,5&hl=en",349,25-01-21,,,,,,,,,4,0.33,2,2,12
0,"JM Favre, D Gaševiü, R Lämmel",CALL FOR PAPERS IEEE Transactions on Software Engineering Special Issue on Software Language Engineering May-June Issue of 2009,,search.proquest.com,,https://search.proquest.com/openview/8e96891c23c1e60966bcbeef97505845/1?pq-origsite=gscholar&cbl=21418,,350,25-01-21,,,,,,,,,0,0,0,3,
0,IRR Zalila-Wenkstern,Software Engineering and Data Engineering 2010,2010,,,,,351,25-01-21,CITATION,,,,,,,,0,0,0,1,11
0,SD Vermolen,Software Language Evolution,2012,,Citeseer,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.415.6451&rep=rep1&type=pdf,,352,25-01-21,PDF,,,,,,,,0,0,0,1,9
103,"P Weißgerber, S Diehl",Are refactorings less error-prone than other changes?,2006,Proceedings of the 2006 international workshop …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/1137983.1138011,"https://scholar.google.com/scholar?cites=407828734420687881&as_sdt=2005&sciodt=0,5&hl=en",353,25-01-21,,,,,,,,,103,6.87,52,2,15
1,"CH Chi, Y Zhang",Design consideration for multi-lingual cascading text compressors,1999,Data Compression Conference,computer.org,https://www.computer.org/csdl/proceedings-article/dcc/1999/00960520/12OmNro0Ihc,"https://scholar.google.com/scholar?cites=8179546390302015642&as_sdt=2005&sciodt=0,5&hl=en",354,25-01-21,,,,,,,,,1,0.05,1,2,22
0,"S Mani, R Padhye, VS Sinha",Mining API Expertise Profiles with Partial Program Analysis,2016,Proceedings of the 9th India Software …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2856636.2856646,,355,25-01-21,,,,,,,,,0,0,0,3,5
4,"JGM Mengerink, B van der Sanden, ...",Exploring DSL Evolutionary Patterns in Practice,2018,Proceedings of the 6th …,scitepress.org,https://www.scitepress.org/Papers/2018/66058/66058.pdf,"https://scholar.google.com/scholar?cites=16608132686410414765&as_sdt=2005&sciodt=0,5&hl=en",356,25-01-21,PDF,,,,,,,,4,1.33,1,3,3
0,"I Rahal, R Zalila-Wenkstern",19th International Conference on Software Engineering and Data Engineering 2010 (SEDE-2010),2010,,toc.proceedings.com,http://toc.proceedings.com/08443webtoc.pdf,,357,25-01-21,PDF,,,,,,,,0,0,0,2,11
0,"박종열, 이선아",API 변경에 대한 마이닝: 문헌과 실제 조사,2017,한국정보과학회 학술발표논문집,eoulmaru.net,http://eoulmaru.net/images/publications/KCC2017_API_Changes.pdf,,358,25-01-21,PDF,,,,,,,,0,0,0,2,4
3,"H Hata, O Mizuno, T Kikuno",Inferring restructuring operations on logical structure of Java source code,2011,IWESEP,Citeseer,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.650.1561&rep=rep1&type=pdf#page=23,"https://scholar.google.com/scholar?cites=9624746551431665380&as_sdt=2005&sciodt=0,5&hl=en",359,25-01-21,PDF,,,,,,,,3,0.3,1,3,10
0,Y Padmanaban,Learning API mappings for programming platforms,2013,,rucore.libraries.rutgers.edu,https://rucore.libraries.rutgers.edu/rutgers-lib/39665/,,360,25-01-21,,,,,,,,,0,0,0,1,8
1,"K Sakurai, H Masuhara",Crossver: a code transformation language for crosscutting changes,2014,AOAsia/Pacific Workshop,prg.is.titech.ac.jp,https://prg.is.titech.ac.jp/members/masuhara/papers/aoasia2014.pdf,"https://scholar.google.com/scholar?cites=10537874892116770575&as_sdt=2005&sciodt=0,5&hl=en",361,25-01-21,PDF,,,,,,,,1,0.14,1,2,7
1,"L Xavier, A Brito, A Hora, MT Valente",Um estudo em larga escala sobre estabilidade de APIs,2016,Sociedade Brasileira de …,cbsoft.org,http://cbsoft.org/cbsoft2016/anais-dos-eventos/cbsoft2016-vem.pdf#page=64,"https://scholar.google.com/scholar?cites=15972493909754601174&as_sdt=2005&sciodt=0,5&hl=en",362,25-01-21,PDF,,,,,,,,1,0.2,0,4,5
18,"J Li, C Wang, Y Xiong, Z Hu",Swin: Towards type-safe java program adaptation between apis,2015,Proceedings of the 2015 Workshop on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2678015.2682534,"https://scholar.google.com/scholar?cites=17813978859433921694&as_sdt=2005&sciodt=0,5&hl=en",363,25-01-21,,,,,,,,,18,3,5,4,6
0,"M Fokaefs, E Stroulia",Developing and Maintaining REST Client Applications: The Tumblr Case Study,,WSDarwin: A Comprehensive Framework for …,era.library.ualberta.ca,https://era.library.ualberta.ca/items/2e927167-dae0-4b90-af67-b98ac37d0dfd/view/63eb0e09-6f42-49ab-83ed-d8cc76907e75/thesisA.pdf#page=97,,364,25-01-21,PDF,,,,,,,,0,0,0,2,
43,"T Majchrzak, TM Grønli",Comprehensive analysis of innovative cross-platform app development frameworks,2017,… of the 50th …,scholarspace.manoa.hawaii.edu,https://scholarspace.manoa.hawaii.edu/handle/10125/41909,"https://scholar.google.com/scholar?cites=4018969507284165422&as_sdt=2005&sciodt=0,5&hl=en",365,25-01-21,,,,,,,,,43,10.75,22,2,4
3,EG Holder,Native execution of mobile applications across platforms,2014,Bachelor of Science Honors Thesis. Blacksburg …,ethanholder.com,http://ethanholder.com/docs/UndergraduateThesis.pdf,"https://scholar.google.com/scholar?cites=16175655401702792269&as_sdt=2005&sciodt=0,5&hl=en",366,25-01-21,PDF,,,,,,,,3,0.43,3,1,7
47,"A de Lima Fontão, RP dos Santos, ...",Mobile software ecosystem (mseco): a systematic mapping study,2015,2015 IEEE 39th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7273679/,"https://scholar.google.com/scholar?cites=13537290557284966049&as_sdt=2005&sciodt=0,5&hl=en",367,25-01-21,,,,,,,,,47,7.83,16,3,6
72,"M Kim, D Notkin, D Grossman, ...",Identifying and summarizing systematic code changes via rule inference,2012,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6165314/,"https://scholar.google.com/scholar?cites=10261152186117654361&as_sdt=2005&sciodt=0,5&hl=en",368,25-01-21,,,,,,,,,72,8,18,4,9
0,"J Liu, Y Lin",Research of Service Evolutionary Strategy Based on Agency Mode,,,,,,369,25-01-21,CITATION,,,,,,,,0,0,0,2,
57,"W Tansey, E Tilevich",Annotation refactoring: inferring upgrade transformations for legacy applications,2008,Proceedings of the 23rd ACM SIGPLAN …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/1449764.1449788,"https://scholar.google.com/scholar?cites=16420611798590358432&as_sdt=2005&sciodt=0,5&hl=en",370,25-01-21,,,,,,,,,57,4.38,29,2,13
41,"A Neumann, N Laranjeiro, ...",An analysis of public REST web service APIs,2018,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8385157/,"https://scholar.google.com/scholar?cites=1506186678978394420&as_sdt=2005&sciodt=0,5&hl=en",371,25-01-21,,,,,,,,,41,13.67,14,3,3
7,"K Jezek, J Dietrich",Magic with Dynamo--Flexible Cross-Component Linking for Java with Invokedynamic,2016,30th European Conference on Object …,drops.dagstuhl.de,https://drops.dagstuhl.de/opus/volltexte/2016/6106/,"https://scholar.google.com/scholar?cites=3238277416653576806&as_sdt=2005&sciodt=0,5&hl=en",372,25-01-21,,,,,,,,,7,1.4,4,2,5
6,"N FitzRoy-Dale, I Kuz, G Heiser",Architecture optimisation with Currawong,2011,ACM SIGCOMM Computer …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/1925861.1925880,"https://scholar.google.com/scholar?cites=10697599804661851621&as_sdt=2005&sciodt=0,5&hl=en",373,25-01-21,,,,,,,,,6,0.6,2,3,10
83,"M Linares-Vásquez, A Holtzhauer, ...",Revisiting android reuse studies in the context of code obfuscation and library usages,2014,Proceedings of the 11th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2597073.2597109,"https://scholar.google.com/scholar?cites=14600321757632131862&as_sdt=2005&sciodt=0,5&hl=en",374,25-01-21,,,,,,,,,83,11.86,28,3,7
0,"NM Boers, H McKenzie, D Gold",Towards a system for visualizing Alberta's cemeteries,2014,2014 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6974242/,,375,25-01-21,,,,,,,,,0,0,0,3,7
32,"SE Ponta, H Plate, A Sabetta",Beyond metadata: Code-centric and usage-based analysis of known vulnerabilities in open-source software,2018,2018 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8530051/,"https://scholar.google.com/scholar?cites=9893080013253849606&as_sdt=2005&sciodt=0,5&hl=en",376,25-01-21,,,,,,,,,32,10.67,11,3,3
27,"S Kpodjedo, F Ricca, P Galinier, ...",Madmatch: Many-to-many approximate diagram matching for design comparison,2013,IEEE Transactions …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6464271/,"https://scholar.google.com/scholar?cites=17275172945344703846&as_sdt=2005&sciodt=0,5&hl=en",377,25-01-21,,,,,,,,,27,3.38,7,4,8
0,PJO Lopes,Criação e evolução de uma API pública,2018,,recipp.ipp.pt,http://recipp.ipp.pt/handle/10400.22/11931,,378,25-01-21,,,,,,,,,0,0,0,1,3
15,"Y Vissers, JGM Mengerink, ...",Maintenance of specification models in industry using edapt,2016,2016 Forum on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7880374/,"https://scholar.google.com/scholar?cites=13070694905342310347&as_sdt=2005&sciodt=0,5&hl=en",379,25-01-21,,,,,,,,,15,3,5,3,5
26,"T Molderez, R Stevens, ...",Mining change histories for unknown systematic edits,2017,2017 IEEE/ACM 14th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7962375/,"https://scholar.google.com/scholar?cites=2830392624432339233&as_sdt=2005&sciodt=0,5&hl=en",380,25-01-21,,,,,,,,,26,6.5,9,3,4
68,"P Ebraert, J Vallejos, P Costanza, ...",Change-oriented software engineering,2007,Proceedings of the …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/1352678.1352680,"https://scholar.google.com/scholar?cites=8644488456751034770&as_sdt=2005&sciodt=0,5&hl=en",381,25-01-21,,,,,,,,,68,4.86,17,4,14
4,"E Ben Hadj Yahia, I Gonzalez-Herrera, ...",Towards Scalable Service Composition,2016,Proceedings of the …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3007646.3007655,"https://scholar.google.com/scholar?cites=7378805240573180664&as_sdt=2005&sciodt=0,5&hl=en",382,25-01-21,,,,,,,,,4,0.8,1,3,5
21,"Y Yu, TT Tun, B Nuseibeh",Specifying and detecting meaningful changes in programs,2011,2011 26th IEEE/ACM International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6100063/,"https://scholar.google.com/scholar?cites=14567055996124793581&as_sdt=2005&sciodt=0,5&hl=en",383,25-01-21,,,,,,,,,21,2.1,7,3,10
0,B Bar,Code Matching Problem,,cs.ucla.edu,,https://www.cs.ucla.edu/~miryung/Publications/icse07-changerule-slides.pdf,,384,25-01-21,PDF,,,,,,,,0,0,0,1,
12,"C Wang, J Jiang, J Li, Y Xiong, X Luo, ...",Transforming programs between apis with many-to-many mappings,2016,… Conference on Object …,drops.dagstuhl.de,https://drops.dagstuhl.de/opus/volltexte/2016/6119/,"https://scholar.google.com/scholar?cites=14519366411327282700&as_sdt=2005&sciodt=0,5&hl=en",385,25-01-21,,,,,,,,,12,2.4,2,6,5
1,"M Claes, A Decan, T Mens",Inter-component Dependency Issues in Software Ecosystems,2018,… : 10 Years of Innovation in IEEE …,books.google.com,https://books.google.com/books?hl=en&lr=&id=vI9jDwAAQBAJ&oi=fnd&pg=PA35&dq=%22api+evolution%22&ots=cd0CjuPkNS&sig=UwtRHgfoXP2o-09QQ1IoEF8JxnU,"https://scholar.google.com/scholar?cites=4218817882552901325&as_sdt=2005&sciodt=0,5&hl=en",386,25-01-21,,,,,,,,,1,0.33,0,3,3
41,"HR Davidson, GB Huff",Operations manager infrastructure for dynamically updating software operational policy,2010,"US Patent 7,765,525",Google Patents,https://patents.google.com/patent/US7765525B1/en,"https://scholar.google.com/scholar?cites=13096304184213636429&as_sdt=2005&sciodt=0,5&hl=en",387,25-01-21,,,,,,,,,41,3.73,21,2,11
12,"E Velázquez, M Yazdani, P Suárez-Serrato",Socialbots supporting human rights,2017,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1710.11346,"https://scholar.google.com/scholar?cites=17806409975730993475&as_sdt=2005&sciodt=0,5&hl=en",388,25-01-21,,,,,,,,,12,3,4,3,4
5,"D Dig, K Manzoor, R Johnson, TN Nguyen",Refactoring-aware configuration management system for object-oriented programs,2006,,ideals.illinois.edu,http://www.ideals.illinois.edu/handle/2142/11251,"https://scholar.google.com/scholar?cites=1252317440307984071&as_sdt=2005&sciodt=0,5&hl=en",389,25-01-21,,,,,,,,,5,0.33,1,4,15
5,JTN Persson,Poplar,2012,,monomorphic.org,https://monomorphic.org/papers/nystroemJohanThesisSlides.pdf,"https://scholar.google.com/scholar?cites=1570546044188098460&as_sdt=2005&sciodt=0,5&hl=en",390,25-01-21,PDF,,,,,,,,5,0.56,5,1,9
3,"J Pfeffer, T Pellarin, G Pegram, T Vischel, ...",Evaluation of remote sensing soil water products by intercomparison over South Africa,2008,"… la Terre, de l'Univers et …",researchgate.net,https://www.researchgate.net/profile/Julia_Pfeffer/publication/237290387_Evaluation_of_remote_sensing_soil_water_products_by_intercomparison_over_South_Africa/links/0c96053b5074fb346f000000/Evaluation-of-remote-sensing-soil-water-products-by-intercomparison-over-South-Africa.pdf,"https://scholar.google.com/scholar?cites=8417137142088908665&as_sdt=2005&sciodt=0,5&hl=en",391,25-01-21,PDF,,,,,,,,3,0.23,1,5,13
154,"C Rosen, E Shihab",What are mobile developers asking about? a large scale study using stack overflow,2016,Empirical Software Engineering,Springer,https://link.springer.com/content/pdf/10.1007/s10664-015-9379-3.pdf,"https://scholar.google.com/scholar?cites=13844915305508050999&as_sdt=2005&sciodt=0,5&hl=en",392,25-01-21,,,,,,,,,154,30.8,77,2,5
64,"N Rachatasumrit, M Kim",An empirical investigation into the impact of refactoring on regression testing,2012,2012 28th ieee international …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6405293/,"https://scholar.google.com/scholar?cites=505907018886376242&as_sdt=2005&sciodt=0,5&hl=en",393,25-01-21,,,,,,,,,64,7.11,32,2,9
5,"V Myllärniemi, S Kujala, ...",Development as a journey: factors supporting the adoption and use of software frameworks,2018,Journal of software …,jserd.springeropen.com,https://jserd.springeropen.com/articles/10.1186/s40411-018-0050-8,"https://scholar.google.com/scholar?cites=255679780524337287&as_sdt=2005&sciodt=0,5&hl=en",394,25-01-21,HTML,,,,,,,,5,1.67,2,3,3
3,VM George,3D workload subsetting for GPU architecture pathfinding,2015,2015 IEEE International Symposium on Workload …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7314159/,"https://scholar.google.com/scholar?cites=10273321597420220630&as_sdt=2005&sciodt=0,5&hl=en",395,25-01-21,,,,,,,,,3,0.5,3,1,6
0,"A Arora, N Chauhan",An Object Oriented Design Approach for Modification of Rotten Code using Regression Testing & Refactoring,,ripublication.com,,http://www.ripublication.com/irph/ijict_spl/ijictv4n7spl_05.pdf,,396,25-01-21,PDF,,,,,,,,0,0,0,2,
8,"E Choi, N Yoshida, K Inoue",An investigation into the characteristics of merged code clones during software evolution,2014,IEICE TRANSACTIONS on …,search.ieice.org,https://search.ieice.org/bin/summary.php?id=e97-d_5_1244,"https://scholar.google.com/scholar?cites=17184804782040618536&as_sdt=2005&sciodt=0,5&hl=en",397,25-01-21,,,,,,,,,8,1.14,3,3,7
6,"A Kidron, E Katz, O Keret, D Landsberg",Legacy system,2018,"US Patent 10,073,761",Google Patents,https://patents.google.com/patent/US10073761B2/en,"https://scholar.google.com/scholar?cites=8009641786748982183&as_sdt=2005&sciodt=0,5&hl=en",398,25-01-21,,,,,,,,,6,2,2,4,3
31,"Y Padioleau, RR Hansen, JL Lawall, ...",Semantic patches for documenting and automating collateral evolutions in Linux device drivers,2006,Proceedings of the 3rd …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/1215995.1216005,"https://scholar.google.com/scholar?cites=17527566560627747285&as_sdt=2005&sciodt=0,5&hl=en",399,25-01-21,,,,,,,,,31,2.07,8,4,15
